"전체경로","파일명","확장자","크기KB","수정일","1단계폴더","2단계폴더"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\22차시_7·14·21시간 교육 구조 설계.md","22차시_7·14·21시간 교육 구조 설계.md","md","9.67","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\23차시_목표-차시-실습 흐름 설계.md","23차시_목표-차시-실습 흐름 설계.md","md","9.65","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\24차시_교육 개요서 1차본 작성.md","24차시_교육 개요서 1차본 작성.md","md","9.29","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\25차시_출강 제안서 완성.md","25차시_출강 제안서 완성.md","md","9.37","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\26차시_PPT 스토리라인 설계.md","26차시_PPT 스토리라인 설계.md","md","9.26","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\27차시_핵심 슬라이드 초안 제작.md","27차시_핵심 슬라이드 초안 제작.md","md","9.55","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\28차시_실습지·과제지 초안 제작.md","28차시_실습지·과제지 초안 제작.md","md","9.54","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\29차시_Q&A 스크립트 작성.md","29차시_Q&A 스크립트 작성.md","md","9.11","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\30차시_리허설 실행과 교안 수정.md","30차시_리허설 실행과 교안 수정.md","md","9.38","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\31차시_모의강의 1차 실행.md","31차시_모의강의 1차 실행.md","md","9.41","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\32차시_실습 지도형 모의강의 실행.md","32차시_실습 지도형 모의강의 실행.md","md","9.53","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\33차시_20분 강의 최종 수정.md","33차시_20분 강의 최종 수정.md","md","9.47","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\34차시_Demo Day 리허설 운영.md","34차시_Demo Day 리허설 운영.md","md","9.41","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_강의안_35차시\35차시_최종 발표와 종합평가.md","35차시_최종 발표와 종합평가.md","md","9.62","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\00_INDEX.md","00_INDEX.md","md","3.25","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\01차시_재직자 교육 특성 이해.md","01차시_재직자 교육 특성 이해.md","md","7.24","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\02차시_현장 질문 대응 전략.md","02차시_현장 질문 대응 전략.md","md","7.41","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\03차시_단기 교육 구조 비교.md","03차시_단기 교육 구조 비교.md","md","7.48","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\04차시_이론-실습-피드백 비율 설계.md","04차시_이론-실습-피드백 비율 설계.md","md","7.61","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\05차시_교육 주제 선정과 제안서 초안.md","05차시_교육 주제 선정과 제안서 초안.md","md","7.64","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\06차시_공문서 자동 작성과 검토.md","06차시_공문서 자동 작성과 검토.md","md","7.36","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\07차시_주간·월간 보고서 자동 작성과 보완.md","07차시_주간·월간 보고서 자동 작성과 보완.md","md","7.48","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\08차시_사업계획서 초안 작성과 검토.md","08차시_사업계획서 초안 작성과 검토.md","md","7.21","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\09차시_문서 자동화 프롬프트 개선.md","09차시_문서 자동화 프롬프트 개선.md","md","7.59","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\10차시_기획 배경 분석과 근거 정리.md","10차시_기획 배경 분석과 근거 정리.md","md","7.15","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\11차시_대안 비교표 작성.md","11차시_대안 비교표 작성.md","md","6.96","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\12차시_보고 논리 트리 작성.md","12차시_보고 논리 트리 작성.md","md","7.27","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\13차시_데이터 구조 점검.md","13차시_데이터 구조 점검.md","md","7.38","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\14차시_경비·예산 집계표 작성.md","14차시_경비·예산 집계표 작성.md","md","7.2","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\15차시_기초 데이터 분석표 작성.md","15차시_기초 데이터 분석표 작성.md","md","7.26","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\16차시_데이터 요약 보고 메모 작성.md","16차시_데이터 요약 보고 메모 작성.md","md","7.38","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\17차시_KPI 차트 작성과 설명.md","17차시_KPI 차트 작성과 설명.md","md","7.01","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\18차시_데이터 인사이트 정리.md","18차시_데이터 인사이트 정리.md","md","7.14","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\19차시_1페이지 시각화 보고안 작성.md","19차시_1페이지 시각화 보고안 작성.md","md","7.38","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\20차시_백오피스 교육사례 시나리오 작성.md","20차시_백오피스 교육사례 시나리오 작성.md","md","7.44","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\21차시_출강 주제 선정.md","21차시_출강 주제 선정.md","md","7.1","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\22차시_7·14·21시간 교육 구조 설계.md","22차시_7·14·21시간 교육 구조 설계.md","md","7.42","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\23차시_목표-차시-실습 흐름 설계.md","23차시_목표-차시-실습 흐름 설계.md","md","7.36","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\24차시_교육 개요서 1차본 작성.md","24차시_교육 개요서 1차본 작성.md","md","7.2","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\25차시_출강 제안서 완성.md","25차시_출강 제안서 완성.md","md","7.19","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\26차시_PPT 스토리라인 설계.md","26차시_PPT 스토리라인 설계.md","md","7.05","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\27차시_핵심 슬라이드 초안 제작.md","27차시_핵심 슬라이드 초안 제작.md","md","7.26","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\28차시_실습지·과제지 초안 제작.md","28차시_실습지·과제지 초안 제작.md","md","7.29","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\29차시_Q&A 스크립트 작성.md","29차시_Q&A 스크립트 작성.md","md","6.96","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\30차시_리허설 실행과 교안 수정.md","30차시_리허설 실행과 교안 수정.md","md","7.19","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\31차시_모의강의 1차 실행.md","31차시_모의강의 1차 실행.md","md","7.29","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\32차시_실습 지도형 모의강의 실행.md","32차시_실습 지도형 모의강의 실행.md","md","7.31","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\33차시_20분 강의 최종 수정.md","33차시_20분 강의 최종 수정.md","md","7.28","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\34차시_Demo Day 리허설 운영.md","34차시_Demo Day 리허설 운영.md","md","7.39","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\35차시_최종 발표와 종합평가.md","35차시_최종 발표와 종합평가.md","md","7.4","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\경영반_워크북_35차시.html","경영반_워크북_35차시.html","html","286.93","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\app.js","app.js","js","11","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\index.html","index.html","html","3","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\manifest.json","manifest.json","json","4.17","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_35차시\styles.css","styles.css","css","11.01","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\01차시_재직자 교육 특성 이해.pdf","01차시_재직자 교육 특성 이해.pdf","pdf","2422.5","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\02차시_현장 질문 대응 전략.pdf","02차시_현장 질문 대응 전략.pdf","pdf","2423.61","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\03차시_단기 교육 구조 비교.pdf","03차시_단기 교육 구조 비교.pdf","pdf","2424.71","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\04차시_이론-실습-피드백 비율 설계.pdf","04차시_이론-실습-피드백 비율 설계.pdf","pdf","2424.48","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\05차시_교육 주제 선정과 제안서 초안.pdf","05차시_교육 주제 선정과 제안서 초안.pdf","pdf","2424.21","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\06차시_공문서 자동 작성과 검토.pdf","06차시_공문서 자동 작성과 검토.pdf","pdf","2423.49","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\07차시_주간·월간 보고서 자동 작성과 보완.pdf","07차시_주간·월간 보고서 자동 작성과 보완.pdf","pdf","2423.57","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\08차시_사업계획서 초안 작성과 검토.pdf","08차시_사업계획서 초안 작성과 검토.pdf","pdf","2423.44","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\09차시_문서 자동화 프롬프트 개선.pdf","09차시_문서 자동화 프롬프트 개선.pdf","pdf","2423.64","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\10차시_기획 배경 분석과 근거 정리.pdf","10차시_기획 배경 분석과 근거 정리.pdf","pdf","2423.67","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\11차시_대안 비교표 작성.pdf","11차시_대안 비교표 작성.pdf","pdf","2423.23","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\12차시_보고 논리 트리 작성.pdf","12차시_보고 논리 트리 작성.pdf","pdf","2423.46","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\13차시_데이터 구조 점검.pdf","13차시_데이터 구조 점검.pdf","pdf","2423.62","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\14차시_경비·예산 집계표 작성.pdf","14차시_경비·예산 집계표 작성.pdf","pdf","2423.41","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\15차시_기초 데이터 분석표 작성.pdf","15차시_기초 데이터 분석표 작성.pdf","pdf","2423.46","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\16차시_데이터 요약 보고 메모 작성.pdf","16차시_데이터 요약 보고 메모 작성.pdf","pdf","2423.51","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\17차시_KPI 차트 작성과 설명.pdf","17차시_KPI 차트 작성과 설명.pdf","pdf","2423.4","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\18차시_데이터 인사이트 정리.pdf","18차시_데이터 인사이트 정리.pdf","pdf","2423.35","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\19차시_1페이지 시각화 보고안 작성.pdf","19차시_1페이지 시각화 보고안 작성.pdf","pdf","2423.55","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\20차시_백오피스 교육사례 시나리오 작성.pdf","20차시_백오피스 교육사례 시나리오 작성.pdf","pdf","2423.64","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\21차시_출강 주제 선정.pdf","21차시_출강 주제 선정.pdf","pdf","2423.32","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\22차시_7·14·21시간 교육 구조 설계.pdf","22차시_7·14·21시간 교육 구조 설계.pdf","pdf","2423.68","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\23차시_목표-차시-실습 흐름 설계.pdf","23차시_목표-차시-실습 흐름 설계.pdf","pdf","2423.53","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\24차시_교육 개요서 1차본 작성.pdf","24차시_교육 개요서 1차본 작성.pdf","pdf","2423.42","2026-05-27","Desktop","AX강사준비"
"C:\Users\hyun0\Desktop\AX강사준비\실습\AX수업\경영반_워크북_PDF_35차시\25차시_출강 제안서 완성.pdf","25차시_출강 제안서 완성.pdf","pdf","2423.38","2026-05-27","Desktop","AX강사준비"
